location1Name,location2Name,travelTimeMinutes,travelDistanceKilometers
"Bad Bentheim, Hilgenstiege sp.25","Vlissingen Sloe, emplacement",195,309
"Bad Bentheim, Hilgenstiege sp.25",Vopak-Sloe,196,309
"Bad Bentheim, Hilgenstiege sp.25","Waalhaven, emplacement",144,226
"Bad Bentheim, Hilgenstiege sp.25","Waalhaven, kantoor RFO",147,227
"Bad Bentheim, Hilgenstiege sp.25","Westhaven, emplacement",120,189
"Bad Bentheim, Hilgenstiege sp.25",Zevenaar grens,83,125
"Bad Bentheim, Hilgenstiege sp.25","Zutphen, emplacement",60,86
"Beverwijk, emplacement",Bietigheim-Bissingen,385,626
"Beverwijk, emplacement","Blerick, emplacement en werkplaats",128,194
"Beverwijk, emplacement","Born, emplacement",134,210
"Beverwijk, emplacement","Botlek, emplacement",63,92
"Beverwijk, emplacement",Bottrop,141,218
"Beverwijk, emplacement","Coevorden, euroterminal",130,193
"Beverwijk, emplacement",Deventer goed. empl.,87,133
"Beverwijk, emplacement","Deventer, goederenemplacement",88,133
"Beverwijk, emplacement","Dordrecht, dok",70,105
"Beverwijk, emplacement","Dortmund Obereving, emplacement",166,262
"Beverwijk, emplacement",Duisburg Ruhrorthafen,140,221
"Beverwijk, emplacement","Duisburg, Hochfeld Süd Vorbahnhof",144,232
"Beverwijk, emplacement",ECT,83,120
"Beverwijk, emplacement","Eindhoven, emplacement",96,146
"Beverwijk, emplacement","Eindhoven, emplacement Acht",93,143
"Beverwijk, emplacement",Eltville Ost,293,463
"Beverwijk, emplacement","Emmerich, station",102,154
"Beverwijk, emplacement",Euromax,86,127
"Beverwijk, emplacement","Europoort, emplacement",69,104
"Beverwijk, emplacement","Gekkengraaf, emplacement",126,196
"Beverwijk, emplacement",Germersheim,339,536
"Beverwijk, emplacement",Goes,121,185
"Beverwijk, emplacement","Hengelo, emplacement",116,178
"Beverwijk, emplacement","Herzogenrath, station",159,240
"Beverwijk, emplacement",Holland Cargo Terminal,17,16
"Beverwijk, emplacement","Houtrakpolder, emplacement",17,17
"Beverwijk, emplacement","IJsselmonde, emplacement",65,95
"Beverwijk, emplacement","Kaldenkirchen, station",133,203
"Beverwijk, emplacement","Kijfhoek, emplacement",67,101
"Beverwijk, emplacement","Köln Eifeltor, emplacement",189,298
"Beverwijk, emplacement",Koole Vondelingenweg,63,90
"Beverwijk, emplacement","Krefeld Linn, emplacement",154,232
"Beverwijk, emplacement","Lage Zwaluwe, emplacement",78,118
"Beverwijk, emplacement","Leusden, PON",55,83
"Beverwijk, emplacement",Ludwigshafen-Oggersheim,319,501
"Beverwijk, emplacement","Maasvlakte, emplacement",79,118
"Beverwijk, emplacement",Magdeburg Hbf,334,546
"Beverwijk, emplacement","Marl-Sinsen, emplacement",153,246
"Beverwijk, emplacement",Matrans Rotterdam Terminal,72,92
"Beverwijk, emplacement","Moerdijk, emplacement",83,122
"Beverwijk, emplacement",Moers,143,220
"Beverwijk, emplacement","Neuss, guterbahnhof",161,248
"Beverwijk, emplacement","Nijmegen, emplacement",97,138
"Beverwijk, emplacement",NWB terminal,21,24
"Beverwijk, emplacement",OBA,24,27
"Beverwijk, emplacement","Oberhausen West, emplacement",133,217
"Beverwijk, emplacement","Oldenzaal, emplacement",121,187
"Beverwijk, emplacement","Onnen, emplacement noordingang",135,213
"Beverwijk, emplacement","Onnen, emplacement zuidingang",136,217
"Beverwijk, emplacement",Opladen,168,270
"Beverwijk, emplacement","Oss, terminal OOC",88,131
"Beverwijk, emplacement","Pernis, emplacement",62,89
"Beverwijk, emplacement",Rheine,146,227
"Beverwijk, emplacement","Rheinhausen, emplacement",150,233
"Beverwijk, emplacement","Roosendaal, emplacement",92,138
"Beverwijk, emplacement",RWG,85,120
"Beverwijk, emplacement","Sittard, emplacement",140,216
"Beverwijk, emplacement",Sloehaven empl.,125,196
"Beverwijk, emplacement",Steinweg Amsterdam,20,24
"Beverwijk, emplacement",Stroe,63,97
"Beverwijk, emplacement",Stuttgart,395,640
"Beverwijk, emplacement","Tilburg, industrie",91,134
"Beverwijk, emplacement","Uitgeest, emplacement",10,12
"Beverwijk, emplacement","Valburg, emplacement CUP",87,134
"Beverwijk, emplacement","Venlo, emplacement",131,196
"Beverwijk, emplacement","Viersen, guterbahnhof",150,221
"Beverwijk, emplacement","Vlissingen Sloe, emplacement",126,196
"Beverwijk, emplacement",Vopak-Sloe,126,196
"Beverwijk, emplacement","Waalhaven, emplacement",58,87
"Beverwijk, emplacement","Waalhaven, kantoor RFO",62,89
"Beverwijk, emplacement","Westhaven, emplacement",23,27
"Beverwijk, emplacement",Zevenaar grens,92,137
"Beverwijk, emplacement","Zutphen, emplacement",95,137
Bietigheim-Bissingen,"Blerick, emplacement en werkplaats",278,438
Bietigheim-Bissingen,"Born, emplacement",280,441
Bietigheim-Bissingen,"Botlek, emplacement",390,620
Bietigheim-Bissingen,Bottrop,269,424
Bietigheim-Bissingen,"Coevorden, euroterminal",365,585
Bietigheim-Bissingen,Deventer goed. empl.,336,542
Bietigheim-Bissingen,"Deventer, goederenemplacement",336,543
Bietigheim-Bissingen,"Dordrecht, dok",368,580
Bietigheim-Bissingen,"Dortmund Obereving, emplacement",278,410
Bietigheim-Bissingen,Duisburg Ruhrorthafen,257,411
Bietigheim-Bissingen,"Duisburg, Hochfeld Süd Vorbahnhof",255,405
Bietigheim-Bissingen,ECT,411,648
Bietigheim-Bissingen,"Eindhoven, emplacement",314,487
Bietigheim-Bissingen,"Eindhoven, emplacement Acht",318,497
Bietigheim-Bissingen,Eltville Ost,144,214
Bietigheim-Bissingen,"Emmerich, station",298,477
Bietigheim-Bissingen,Euromax,414,655
Bietigheim-Bissingen,"Europoort, emplacement",395,631
Bietigheim-Bissingen,"Gekkengraaf, emplacement",281,443
Bietigheim-Bissingen,Germersheim,86,129
Bietigheim-Bissingen,Goes,377,615
Bietigheim-Bissingen,"Hengelo, emplacement",331,529
Bietigheim-Bissingen,"Herzogenrath, station",266,424
Bietigheim-Bissingen,Holland Cargo Terminal,382,618
Bietigheim-Bissingen,"Houtrakpolder, emplacement",378,615
Bietigheim-Bissingen,"IJsselmonde, emplacement",381,603
Bietigheim-Bissingen,"Kaldenkirchen, station",270,426
Bietigheim-Bissingen,"Kijfhoek, emplacement",367,581
Bietigheim-Bissingen,"Köln Eifeltor, emplacement",221,356
Bietigheim-Bissingen,Koole Vondelingenweg,388,617
Bietigheim-Bissingen,"Krefeld Linn, emplacement",264,412
Bietigheim-Bissingen,"Lage Zwaluwe, emplacement",358,566
Bietigheim-Bissingen,"Leusden, PON",344,551
Bietigheim-Bissingen,Ludwigshafen-Oggersheim,85,127
Bietigheim-Bissingen,"Maasvlakte, emplacement",407,646
Bietigheim-Bissingen,Magdeburg Hbf,318,497
Bietigheim-Bissingen,"Marl-Sinsen, emplacement",284,455
Bietigheim-Bissingen,Matrans Rotterdam Terminal,397,614
Bietigheim-Bissingen,"Moerdijk, emplacement",365,574
Bietigheim-Bissingen,Moers,265,418
Bietigheim-Bissingen,"Neuss, guterbahnhof",252,391
Bietigheim-Bissingen,"Nijmegen, emplacement",322,509
Bietigheim-Bissingen,NWB terminal,378,612
Bietigheim-Bissingen,OBA,379,613
Bietigheim-Bissingen,"Oberhausen West, emplacement",255,410
Bietigheim-Bissingen,"Oldenzaal, emplacement",335,522
Bietigheim-Bissingen,"Onnen, emplacement noordingang",398,644
Bietigheim-Bissingen,"Onnen, emplacement zuidingang",395,640
Bietigheim-Bissingen,Opladen,226,360
Bietigheim-Bissingen,"Oss, terminal OOC",331,524
Bietigheim-Bissingen,"Pernis, emplacement",385,614
Bietigheim-Bissingen,Rheine,332,536
Bietigheim-Bissingen,"Rheinhausen, emplacement",267,411
Bietigheim-Bissingen,"Roosendaal, emplacement",368,578
Bietigheim-Bissingen,RWG,412,646
Bietigheim-Bissingen,"Sittard, emplacement",282,455
Bietigheim-Bissingen,Sloehaven empl.,383,626
Bietigheim-Bissingen,Steinweg Amsterdam,379,615
Bietigheim-Bissingen,Stroe,339,552
Bietigheim-Bissingen,Stuttgart,34,26
Bietigheim-Bissingen,"Tilburg, industrie",331,522
Bietigheim-Bissingen,"Uitgeest, emplacement",389,625
Bietigheim-Bissingen,"Valburg, emplacement CUP",322,518
Bietigheim-Bissingen,"Venlo, emplacement",276,434
Bietigheim-Bissingen,"Viersen, guterbahnhof",265,414
Bietigheim-Bissingen,"Vlissingen Sloe, emplacement",383,627
Bietigheim-Bissingen,Vopak-Sloe,384,626
Bietigheim-Bissingen,"Waalhaven, emplacement",382,610
Bietigheim-Bissingen,"Waalhaven, kantoor RFO",385,610
Bietigheim-Bissingen,"Westhaven, emplacement",377,611
Bietigheim-Bissingen,Zevenaar grens,305,492
Bietigheim-Bissingen,"Zutphen, emplacement",329,526
"Blerick, emplacement en werkplaats","Born, emplacement",38,54
"Blerick, emplacement en werkplaats","Botlek, emplacement",117,177
"Blerick, emplacement en werkplaats",Bottrop,59,74
"Blerick, emplacement en werkplaats","Coevorden, euroterminal",144,213
"Blerick, emplacement en werkplaats",Deventer goed. empl.,89,133
"Blerick, emplacement en werkplaats","Deventer, goederenemplacement",90,133
"Blerick, emplacement en werkplaats","Dordrecht, dok",97,146
"Blerick, emplacement en werkplaats","Dortmund Obereving, emplacement",86,110
"Blerick, emplacement en werkplaats",Duisburg Ruhrorthafen,43,56
"Blerick, emplacement en werkplaats","Duisburg, Hochfeld Süd Vorbahnhof",45,61
"Blerick, emplacement en werkplaats",ECT,137,204
"Blerick, emplacement en werkplaats","Eindhoven, emplacement",43,54
"Blerick, emplacement en werkplaats","Eindhoven, emplacement Acht",48,64
"Blerick, emplacement en werkplaats",Eltville Ost,183,280
"Blerick, emplacement en werkplaats","Emmerich, station",69,82
"Blerick, emplacement en werkplaats",Euromax,140,212
"Blerick, emplacement en werkplaats","Europoort, emplacement",123,188
"Blerick, emplacement en werkplaats","Gekkengraaf, emplacement",12,8
"Blerick, emplacement en werkplaats",Germersheim,218,346
"Blerick, emplacement en werkplaats",Goes,126,192
"Blerick, emplacement en werkplaats","Hengelo, emplacement",118,178
"Blerick, emplacement en werkplaats","Herzogenrath, station",64,85
"Blerick, emplacement en werkplaats",Holland Cargo Terminal,126,188
"Blerick, emplacement en werkplaats","Houtrakpolder, emplacement",122,184
"Blerick, emplacement en werkplaats","IJsselmonde, emplacement",110,162
"Blerick, emplacement en werkplaats","Kaldenkirchen, station",12,13
"Blerick, emplacement en werkplaats","Kijfhoek, emplacement",97,148
"Blerick, emplacement en werkplaats","Köln Eifeltor, emplacement",70,101
"Blerick, emplacement en werkplaats",Koole Vondelingenweg,117,173
"Blerick, emplacement en werkplaats","Krefeld Linn, emplacement",45,53
"Blerick, emplacement en werkplaats","Lage Zwaluwe, emplacement",89,133
"Blerick, emplacement en werkplaats","Leusden, PON",88,127
"Blerick, emplacement en werkplaats",Ludwigshafen-Oggersheim,199,312
"Blerick, emplacement en werkplaats","Maasvlakte, emplacement",134,202
"Blerick, emplacement en werkplaats",Magdeburg Hbf,280,458
"Blerick, emplacement en werkplaats","Marl-Sinsen, emplacement",73,104
"Blerick, emplacement en werkplaats",Matrans Rotterdam Terminal,124,171
"Blerick, emplacement en werkplaats","Moerdijk, emplacement",96,140
"Blerick, emplacement en werkplaats",Moers,35,46
"Blerick, emplacement en werkplaats","Neuss, guterbahnhof",44,60
"Blerick, emplacement en werkplaats","Nijmegen, emplacement",51,66
"Blerick, emplacement en werkplaats",NWB terminal,123,179
"Blerick, emplacement en werkplaats",OBA,122,179
"Blerick, emplacement en werkplaats","Oberhausen West, emplacement",44,59
"Blerick, emplacement en werkplaats","Oldenzaal, emplacement",123,170
"Blerick, emplacement en werkplaats","Onnen, emplacement noordingang",165,256
"Blerick, emplacement en werkplaats","Onnen, emplacement zuidingang",160,252
"Blerick, emplacement en werkplaats",Opladen,70,100
"Blerick, emplacement en werkplaats","Oss, terminal OOC",60,81
"Blerick, emplacement en werkplaats","Pernis, emplacement",116,173
"Blerick, emplacement en werkplaats",Rheine,121,180
"Blerick, emplacement en werkplaats","Rheinhausen, emplacement",41,54
"Blerick, emplacement en werkplaats","Roosendaal, emplacement",99,146
"Blerick, emplacement en werkplaats",RWG,139,204
"Blerick, emplacement en werkplaats","Sittard, emplacement",45,60
"Blerick, emplacement en werkplaats",Sloehaven empl.,130,204
"Blerick, emplacement en werkplaats",Steinweg Amsterdam,125,187
"Blerick, emplacement en werkplaats",Stroe,84,115
"Blerick, emplacement en werkplaats",Stuttgart,288,451
"Blerick, emplacement en werkplaats","Tilburg, industrie",62,88
"Blerick, emplacement en werkplaats","Uitgeest, emplacement",132,202
"Blerick, emplacement en werkplaats","Valburg, emplacement CUP",56,82
"Blerick, emplacement en werkplaats","Venlo, emplacement",7,4
"Blerick, emplacement en werkplaats","Viersen, guterbahnhof",30,32
"Blerick, emplacement en werkplaats","Vlissingen Sloe, emplacement",131,204
"Blerick, emplacement en werkplaats",Vopak-Sloe,131,203
"Blerick, emplacement en werkplaats","Waalhaven, emplacement",110,166
"Blerick, emplacement en werkplaats","Waalhaven, kantoor RFO",113,167
"Blerick, emplacement en werkplaats","Westhaven, emplacement",121,179
"Blerick, emplacement en werkplaats",Zevenaar grens,78,112
"Blerick, emplacement en werkplaats","Zutphen, emplacement",92,116
"Born, emplacement","Botlek, emplacement",121,186
"Born, emplacement",Bottrop,89,123
"Born, emplacement","Coevorden, euroterminal",174,262
"Born, emplacement",Deventer goed. empl.,119,182
"Born, emplacement","Deventer, goederenemplacement",120,182
"Born, emplacement","Dordrecht, dok",101,155
"Born, emplacement","Dortmund Obereving, emplacement",108,152
"Born, emplacement",Duisburg Ruhrorthafen,73,105
"Born, emplacement","Duisburg, Hochfeld Süd Vorbahnhof",67,101
"Born, emplacement",ECT,141,213
"Born, emplacement","Eindhoven, emplacement",47,63
"Born, emplacement","Eindhoven, emplacement Acht",52,73
"Born, emplacement",Eltville Ost,185,284
"Born, emplacement","Emmerich, station",98,131
"Born, emplacement",Euromax,144,221
"Born, emplacement","Europoort, emplacement",127,198
"Born, emplacement","Gekkengraaf, emplacement",42,60
"Born, emplacement",Germersheim,220,350
"Born, emplacement",Goes,115,177
"Born, emplacement","Hengelo, emplacement",148,227
"Born, emplacement","Herzogenrath, station",32,33
"Born, emplacement",Holland Cargo Terminal,131,203
"Born, emplacement","Houtrakpolder, emplacement",127,200
"Born, emplacement","IJsselmonde, emplacement",113,171
"Born, emplacement","Kaldenkirchen, station",40,56
"Born, emplacement","Kijfhoek, emplacement",101,157
"Born, emplacement","Köln Eifeltor, emplacement",71,107
"Born, emplacement",Koole Vondelingenweg,121,183
"Born, emplacement","Krefeld Linn, emplacement",64,84
"Born, emplacement","Lage Zwaluwe, emplacement",93,142
"Born, emplacement","Leusden, PON",110,172
"Born, emplacement",Ludwigshafen-Oggersheim,201,316
"Born, emplacement","Maasvlakte, emplacement",138,212
"Born, emplacement",Magdeburg Hbf,306,499
"Born, emplacement","Marl-Sinsen, emplacement",103,153
"Born, emplacement",Matrans Rotterdam Terminal,128,180
"Born, emplacement","Moerdijk, emplacement",100,149
"Born, emplacement",Moers,66,96
"Born, emplacement","Neuss, guterbahnhof",54,74
"Born, emplacement","Nijmegen, emplacement",81,115
"Born, emplacement",NWB terminal,128,195
"Born, emplacement",OBA,127,195
"Born, emplacement","Oberhausen West, emplacement",74,109
"Born, emplacement","Oldenzaal, emplacement",153,219
"Born, emplacement","Onnen, emplacement noordingang",194,305
"Born, emplacement","Onnen, emplacement zuidingang",190,301
"Born, emplacement",Opladen,77,112
"Born, emplacement","Oss, terminal OOC",79,117
"Born, emplacement","Pernis, emplacement",120,182
"Born, emplacement",Rheine,151,229
"Born, emplacement","Rheinhausen, emplacement",64,92
"Born, emplacement","Roosendaal, emplacement",103,155
"Born, emplacement",RWG,143,214
"Born, emplacement","Sittard, emplacement",11,7
"Born, emplacement",Sloehaven empl.,119,189
"Born, emplacement",Steinweg Amsterdam,129,202
"Born, emplacement",Stroe,114,164
"Born, emplacement",Stuttgart,289,454
"Born, emplacement","Tilburg, industrie",65,97
"Born, emplacement","Uitgeest, emplacement",137,217
"Born, emplacement","Valburg, emplacement CUP",86,131
"Born, emplacement","Venlo, emplacement",38,50
"Born, emplacement","Viersen, guterbahnhof",44,62
"Born, emplacement","Vlissingen Sloe, emplacement",119,189
"Born, emplacement",Vopak-Sloe,120,188
"Born, emplacement","Waalhaven, emplacement",114,176
"Born, emplacement","Waalhaven, kantoor RFO",117,177
"Born, emplacement","Westhaven, emplacement",126,194
"Born, emplacement",Zevenaar grens,108,162
"Born, emplacement","Zutphen, emplacement",122,165
"Botlek, emplacement",Bottrop,148,228
"Botlek, emplacement","Coevorden, euroterminal",149,221
"Botlek, emplacement",Deventer goed. empl.,107,161
"Botlek, emplacement","Deventer, goederenemplacement",108,161
"Botlek, emplacement","Dordrecht, dok",26,34
"Botlek, emplacement","Dortmund Obereving, emplacement",173,272
"Botlek, emplacement",Duisburg Ruhrorthafen,140,213
"Botlek, emplacement","Duisburg, Hochfeld Süd Vorbahnhof",145,222
"Botlek, emplacement",ECT,28,30
"Botlek, emplacement","Eindhoven, emplacement",86,127
"Botlek, emplacement","Eindhoven, emplacement Acht",80,120
"Botlek, emplacement",Eltville Ost,292,453
"Botlek, emplacement","Emmerich, station",109,164
"Botlek, emplacement",Euromax,30,37
"Botlek, emplacement","Europoort, emplacement",12,9
"Botlek, emplacement","Gekkengraaf, emplacement",113,172
"Botlek, emplacement",Germersheim,327,519
"Botlek, emplacement",Goes,71,83
"Botlek, emplacement","Hengelo, emplacement",136,206
"Botlek, emplacement","Herzogenrath, station",146,217
"Botlek, emplacement",Holland Cargo Terminal,59,84
"Botlek, emplacement","Houtrakpolder, emplacement",54,81
"Botlek, emplacement","IJsselmonde, emplacement",19,20
"Botlek, emplacement","Kaldenkirchen, station",122,186
"Botlek, emplacement","Kijfhoek, emplacement",23,31
"Botlek, emplacement","Köln Eifeltor, emplacement",180,277
"Botlek, emplacement",Koole Vondelingenweg,10,8
"Botlek, emplacement","Krefeld Linn, emplacement",144,214
"Botlek, emplacement","Lage Zwaluwe, emplacement",34,48
"Botlek, emplacement","Leusden, PON",67,100
"Botlek, emplacement",Ludwigshafen-Oggersheim,308,485
"Botlek, emplacement","Maasvlakte, emplacement",24,28
"Botlek, emplacement",Magdeburg Hbf,354,574
"Botlek, emplacement","Marl-Sinsen, emplacement",161,256
"Botlek, emplacement",Matrans Rotterdam Terminal,27,17
"Botlek, emplacement","Moerdijk, emplacement",39,52
"Botlek, emplacement",Moers,133,202
"Botlek, emplacement","Neuss, guterbahnhof",151,231
"Botlek, emplacement","Nijmegen, emplacement",87,121
"Botlek, emplacement",NWB terminal,58,83
"Botlek, emplacement",OBA,61,86
"Botlek, emplacement","Oberhausen West, emplacement",137,214
"Botlek, emplacement","Oldenzaal, emplacement",141,215
"Botlek, emplacement","Onnen, emplacement noordingang",168,265
"Botlek, emplacement","Onnen, emplacement zuidingang",166,260
"Botlek, emplacement",Opladen,173,264
"Botlek, emplacement","Oss, terminal OOC",78,114
"Botlek, emplacement","Pernis, emplacement",12,9
"Botlek, emplacement",Rheine,165,255
"Botlek, emplacement","Rheinhausen, emplacement",140,215
"Botlek, emplacement","Roosendaal, emplacement",48,68
"Botlek, emplacement",RWG,30,30
"Botlek, emplacement","Sittard, emplacement",127,193
"Botlek, emplacement",Sloehaven empl.,79,97
"Botlek, emplacement",Steinweg Amsterdam,57,83
"Botlek, emplacement",Stroe,83,125
"Botlek, emplacement",Stuttgart,399,633
"Botlek, emplacement","Tilburg, industrie",63,91
"Botlek, emplacement","Uitgeest, emplacement",65,99
"Botlek, emplacement","Valburg, emplacement CUP",77,117
"Botlek, emplacement","Venlo, emplacement",120,179
"Botlek, emplacement","Viersen, guterbahnhof",139,205
"Botlek, emplacement","Vlissingen Sloe, emplacement",79,97
"Botlek, emplacement",Vopak-Sloe,80,97
"Botlek, emplacement","Waalhaven, emplacement",13,13
"Botlek, emplacement","Waalhaven, kantoor RFO",16,15
"Botlek, emplacement","Westhaven, emplacement",60,85
"Botlek, emplacement",Zevenaar grens,99,147
"Botlek, emplacement","Zutphen, emplacement",112,159
Bottrop,"Coevorden, euroterminal",114,182
Bottrop,Deventer goed. empl.,91,134
Bottrop,"Deventer, goederenemplacement",92,134
Bottrop,"Dordrecht, dok",136,198
Bottrop,"Dortmund Obereving, emplacement",41,48
Bottrop,Duisburg Ruhrorthafen,22,20
Bottrop,"Duisburg, Hochfeld Süd Vorbahnhof",28,29
Bottrop,ECT,169,255
Bottrop,"Eindhoven, emplacement",90,118
Bottrop,"Eindhoven, emplacement Acht",95,128
Bottrop,Eltville Ost,176,260
Bottrop,"Emmerich, station",51,69
Bottrop,Euromax,171,263
Bottrop,"Europoort, emplacement",154,240
Bottrop,"Gekkengraaf, emplacement",59,74
Bottrop,Germersheim,227,350
Bottrop,Goes,173,256
Bottrop,"Hengelo, emplacement",79,109
Bottrop,"Herzogenrath, station",95,133
Bottrop,Holland Cargo Terminal,138,211
Bottrop,"Houtrakpolder, emplacement",133,207
Bottrop,"IJsselmonde, emplacement",139,211
Bottrop,"Kaldenkirchen, station",55,66
Bottrop,"Kijfhoek, emplacement",134,204
Bottrop,"Köln Eifeltor, emplacement",73,96
Bottrop,Koole Vondelingenweg,148,225
Bottrop,"Krefeld Linn, emplacement",42,41
Bottrop,"Lage Zwaluwe, emplacement",133,200
Bottrop,"Leusden, PON",99,143
Bottrop,Ludwigshafen-Oggersheim,207,316
Bottrop,"Maasvlakte, emplacement",165,254
Bottrop,Magdeburg Hbf,235,386
Bottrop,"Marl-Sinsen, emplacement",28,32
Bottrop,Matrans Rotterdam Terminal,155,217
Bottrop,"Moerdijk, emplacement",140,207
Bottrop,Moers,33,29
Bottrop,"Neuss, guterbahnhof",49,54
Bottrop,"Nijmegen, emplacement",83,114
Bottrop,NWB terminal,135,207
Bottrop,OBA,134,205
Bottrop,"Oberhausen West, emplacement",16,14
Bottrop,"Oldenzaal, emplacement",82,102
Bottrop,"Onnen, emplacement noordingang",149,229
Bottrop,"Onnen, emplacement zuidingang",144,225
Bottrop,Opladen,52,67
Bottrop,"Oss, terminal OOC",93,129
Bottrop,"Pernis, emplacement",148,225
Bottrop,Rheine,80,112
Bottrop,"Rheinhausen, emplacement",37,31
Bottrop,"Roosendaal, emplacement",146,210
Bottrop,RWG,170,256
Bottrop,"Sittard, emplacement",94,127
Bottrop,Sloehaven empl.,177,268
Bottrop,Steinweg Amsterdam,135,207
Bottrop,Stroe,95,131
Bottrop,Stuttgart,279,437
Bottrop,"Tilburg, industrie",108,152
Bottrop,"Uitgeest, emplacement",145,227
Bottrop,"Valburg, emplacement CUP",78,111
Bottrop,"Venlo, emplacement",56,66
Bottrop,"Viersen, guterbahnhof",58,71
Bottrop,"Vlissingen Sloe, emplacement",177,268
Bottrop,Vopak-Sloe,178,268
Bottrop,"Waalhaven, emplacement",141,213
Bottrop,"Waalhaven, kantoor RFO",144,214
Bottrop,"Westhaven, emplacement",132,204
Bottrop,Zevenaar grens,61,85
Bottrop,"Zutphen, emplacement",86,119
"Coevorden, euroterminal",Deventer goed. empl.,63,71
"Coevorden, euroterminal","Deventer, goederenemplacement",63,71
"Coevorden, euroterminal","Dordrecht, dok",138,199
"Coevorden, euroterminal","Dortmund Obereving, emplacement",134,194
"Coevorden, euroterminal",Duisburg Ruhrorthafen,120,180
"Coevorden, euroterminal","Duisburg, Hochfeld Süd Vorbahnhof",124,191
"Coevorden, euroterminal",ECT,169,248
"Coevorden, euroterminal","Eindhoven, emplacement",137,202
"Coevorden, euroterminal","Eindhoven, emplacement Acht",138,206
"Coevorden, euroterminal",Eltville Ost,272,422
"Coevorden, euroterminal","Emmerich, station",105,148
"Coevorden, euroterminal",Euromax,171,255
"Coevorden, euroterminal","Europoort, emplacement",154,232
"Coevorden, euroterminal","Gekkengraaf, emplacement",141,209
"Coevorden, euroterminal",Germersheim,323,512
"Coevorden, euroterminal",Goes,190,284
"Coevorden, euroterminal","Hengelo, emplacement",54,67
"Coevorden, euroterminal","Herzogenrath, station",191,295
"Coevorden, euroterminal",Holland Cargo Terminal,126,183
"Coevorden, euroterminal","Houtrakpolder, emplacement",121,180
"Coevorden, euroterminal","IJsselmonde, emplacement",139,203
"Coevorden, euroterminal","Kaldenkirchen, station",146,220
"Coevorden, euroterminal","Kijfhoek, emplacement",137,205
"Coevorden, euroterminal","Köln Eifeltor, emplacement",169,257
"Coevorden, euroterminal",Koole Vondelingenweg,149,217
"Coevorden, euroterminal","Krefeld Linn, emplacement",139,203
"Coevorden, euroterminal","Lage Zwaluwe, emplacement",143,213
"Coevorden, euroterminal","Leusden, PON",87,124
"Coevorden, euroterminal",Ludwigshafen-Oggersheim,304,478
"Coevorden, euroterminal","Maasvlakte, emplacement",165,246
"Coevorden, euroterminal",Magdeburg Hbf,253,403
"Coevorden, euroterminal","Marl-Sinsen, emplacement",113,160
"Coevorden, euroterminal",Matrans Rotterdam Terminal,158,218
"Coevorden, euroterminal","Moerdijk, emplacement",148,216
"Coevorden, euroterminal",Moers,129,191
"Coevorden, euroterminal","Neuss, guterbahnhof",145,216
"Coevorden, euroterminal","Nijmegen, emplacement",109,145
"Coevorden, euroterminal",NWB terminal,123,180
"Coevorden, euroterminal",OBA,122,177
"Coevorden, euroterminal","Oberhausen West, emplacement",113,176
"Coevorden, euroterminal","Oldenzaal, emplacement",50,51
"Coevorden, euroterminal","Onnen, emplacement noordingang",55,71
"Coevorden, euroterminal","Onnen, emplacement zuidingang",51,68
"Coevorden, euroterminal",Opladen,148,229
"Coevorden, euroterminal","Oss, terminal OOC",116,164
"Coevorden, euroterminal","Pernis, emplacement",148,217
"Coevorden, euroterminal",Rheine,65,85
"Coevorden, euroterminal","Rheinhausen, emplacement",132,192
"Coevorden, euroterminal","Roosendaal, emplacement",157,232
"Coevorden, euroterminal",RWG,170,248
"Coevorden, euroterminal","Sittard, emplacement",178,267
"Coevorden, euroterminal",Sloehaven empl.,195,296
"Coevorden, euroterminal",Steinweg Amsterdam,122,180
"Coevorden, euroterminal",Stroe,84,105
"Coevorden, euroterminal",Stuttgart,375,599
"Coevorden, euroterminal","Tilburg, industrie",141,204
"Coevorden, euroterminal","Uitgeest, emplacement",132,190
"Coevorden, euroterminal","Valburg, emplacement CUP",100,145
"Coevorden, euroterminal","Venlo, emplacement",144,212
"Coevorden, euroterminal","Viersen, guterbahnhof",154,233
"Coevorden, euroterminal","Vlissingen Sloe, emplacement",195,296
"Coevorden, euroterminal",Vopak-Sloe,196,296
"Coevorden, euroterminal","Waalhaven, emplacement",143,214
"Coevorden, euroterminal","Waalhaven, kantoor RFO",146,215
"Coevorden, euroterminal","Westhaven, emplacement",120,176
"Coevorden, euroterminal",Zevenaar grens,95,131
"Coevorden, euroterminal","Zutphen, emplacement",76,96
Deventer goed. empl.,"Deventer, goederenemplacement",1,0
Deventer goed. empl.,"Dordrecht, dok",98,140
Deventer goed. empl.,"Dortmund Obereving, emplacement",116,179
Deventer goed. empl.,Duisburg Ruhrorthafen,91,137
Deventer goed. empl.,"Duisburg, Hochfeld Süd Vorbahnhof",95,148
Deventer goed. empl.,ECT,128,189
Deventer goed. empl.,"Eindhoven, emplacement",85,124
Deventer goed. empl.,"Eindhoven, emplacement Acht",86,128
Deventer goed. empl.,Eltville Ost,243,379
Deventer goed. empl.,"Emmerich, station",52,70
Deventer goed. empl.,Euromax,131,197
Deventer goed. empl.,"Europoort, emplacement",114,173
Deventer goed. empl.,"Gekkengraaf, emplacement",89,131
Deventer goed. empl.,Germersheim,294,469
Deventer goed. empl.,Goes,149,226
Deventer goed. empl.,"Hengelo, emplacement",40,50
